;;Parameter;Unit;Year;1;2;3;4;5;6;7;8;9;10;11;12
;;BOD5;mg/L;1993;;4.3;;5.1;;8;;5.1;;4.7;;4.2
;;BOD5;mg/L;1994;;2.6;;6.2;;7;;4.7;;2.5;;5.5
;;BOD5;mg/L;1995;;4.8;;2.9;;4.3;;8;;5.3;;5.3
;;BOD5;mg/L;1996;;;;3.2;;8.5;;6.4;;3.9;;2.3
;;BOD5;mg/L;1997;;3.8;;3.9;;6.6;;7.8;;5.2;;4.5
;;BOD5;mg/L;1998;;2.6;;3;;2.6;;5.7;;3.4;;
;;BOD5;mg/L;1999;;3;;2.3;;4.5;;6.2;;4.6;;4.3
;;BOD5;mg/L;2000;;3.6;;4;;7.8;;6.9;;3.7;;6.9
;;BOD5;mg/L;2001;;2.8;;6.6;;7;;6.8;;6.4;;
;;BOD5;mg/L;2002;;5;;3.8;;6.6;;7.3;;1.4;;
;;BOD5;mg/L;2003;;3.8;;3.2;;6.7;;5.3;;2.9;;
;;BOD5;mg/L;2004;;3.7;;2.5;;2.5;;2.4;;3.1;;
;;BOD5;mg/L;2005;;4;;1;;6;;2;;4;;
;;BOD5;mg/L;2006;;0;;1;;10;;10;;3;;
;;BOD5;mg/L;2007;;5;;40;;6;;11;;;;
;;BOD5;mg/L;2008;;4;;4;;16;;17;;8;;
;;BOD5;mg/L;2009;;7;;4;;12;;;;;;
;;BOD5;mg/L;2010;;0;;4;;0;;10;;4;;
;;BOD5;mg/L;2011;;3;;5;;14;;;;;;
;;BOD5;mg/L;2012;;5;;6;;;;18;;7;;
;;BOD5;mg/L;2013;;4;;3;;8;;14;;8;;
;Ca++;;;;;;;;;;;;;;;
;;Ca++;mg/L;1985;;50;;56;;;44;96;;86;;96
;;Ca++;mg/L;1986;;;54;70;;48;;92;;90;;86
;;Ca++;mg/L;1987;;52;;;;76;;;;86;;34
;;Ca++;mg/L;1988;;90;;48;;64;;62;;74;;62
;;Ca++;mg/L;1989;;76;;54;;80;;74;;44;;48
;;Ca++;mg/L;1990;;52;;50;;82;;86;;102;;42
;;Ca++;mg/L;1991;;64;;64;;62;;70;;80;;48
;;Ca++;mg/L;1992;;90;;64;;58;;68;;82;;68
;;Ca++;mg/L;1993;;66;;68;;58;;82;;1988;;64
;;Ca++;mg/L;1994;;52;;70;;74;;118;;56;;84
;;Ca++;mg/L;1995;;46;;52;;74;;48;;82;;46
;;Ca++;mg/L;1996;;;;48;;48;;58;;74;;50
;;Ca++;mg/L;1997;;84;;54;;66;;64;;86;;66
;;Ca++;mg/L;1998;;50;;50;;44;;48;;58;;
;;Ca++;mg/L;1999;;42;;62;;74;;54;;68;;56
;;Ca++;mg/L;2000;;60;;74;;50;;54;;64;;56
;;Ca++;mg/L;2001;;56;;76;;72;;72;;82;;
;;Ca++;mg/L;2002;;72;;64;;68;;64;;40;;
;;Ca++;mg/L;2003;;52;;42;;66;;54;;76;;
;;Ca++;mg/L;2004;;50;;60;;50;;54;;66;;
;;Ca++;mg/L;2005;;30;;56;;46;;46;;62;;
;;Ca++;mg/L;2006;;46;;50;;50;;68;;74;;
;;Ca++;mg/L;2007;;60;;62;;54;;54;;54;;
;;Ca++;mg/L;2008;;;;50;;40;;42;;78;;
;;Ca++;mg/L;2009;;48;;44;;64;;;;;;
;;Ca++;mg/L;2010;;42;;52;;62;;60;;72;;
;;Ca++;mg/L;2011;;72;;84;;60;;;;;;
;;Ca++;mg/L;2012;;41.4;;66.2;;;;52.8;;4.18;;
;;Ca++;mg/L;2013;;51.3;;47.08;;67.51;;54.6;;51.8;;
;Cd;;;;;;;;;;;;;;;
;;Cd;µg/L;2013;;0.03;;;;;;;;0;;
;Cl-;;;;;;;;;;;;;;;
;;Cl-;mg/lt;1985;;24.5;;25.4;;;50.9;66.5;;54.8;;50.9
;;Cl-;mg/lt;1986;;;24.5;33.3;;26.4;;39.1;;36;;44
;;Cl-;mg/lt;1987;;28;;;;40;;;;56.3;;20.4
;;Cl-;mg/lt;1988;;54.4;;26.2;;32.8;;47.2;;52.1;;33.7
;;Cl-;mg/lt;1989;;48.2;;32;;40;;36;;24;;30
;;Cl-;mg/lt;1990;;36.9;;38.9;;52.5;;287.1;;61;;28.4
;;Cl-;mg/lt;1991;;44;;31.2;;24.8;;32.6;;45.4;;29.8
;;Cl-;mg/lt;1992;;51.1;;26.9;;52.5;;46.79;;41.1;;35.5
;;Cl-;mg/lt;1993;;36.9;;44;;44;;49.6;;56.7;;46.8
;;Cl-;mg/lt;1994;;31.2;;41.1;;96.4;;265.9;;31.2;;52.5
;;Cl-;mg/lt;1995;;27;;23.4;;65.2;;44;;59.6;;22
;;Cl-;mg/lt;1996;;;;24.1;;41.1;;76.6;;61;;17
;;Cl-;mg/lt;1997;;48.2;;27.7;;46.8;;45.4;;68.1;;51
;;Cl-;mg/lt;1998;;17.7;;24.1;;25.5;;75.2;;53.4;;
;;Cl-;mg/lt;1999;;19.9;;31.9;;4.4;;46.8;;92.2;;62.4
;;Cl-;mg/lt;2000;;41.1;;66.6;;83.7;;75.2;;87.9;;62.4
;;Cl-;mg/lt;2001;;49.6;;76.6;;65.3;;62.4;;124.1;;
;;Cl-;mg/lt;2002;;83.7;;72.3;;117;;73.7;;31.2;;
;;Cl-;mg/lt;2003;;38.3;;35.5;;79.4;;62.4;;127.6;;
;;Cl-;mg/lt;2004;;32.6;;65.2;;35.5;;48.2;;90.75;;
;;Cl-;mg/lt;2005;;12.8;;35.5;;23.4;;29.8;;53.9;;
;;Cl-;mg/lt;2006;;42.5;;31.2;;48.2;;99.3;;90.8;;
;;Cl-;mg/lt;2007;;63.8;;83.7;;39;;35.45;;85.08;;
;;Cl-;mg/lt;2008;;48.2;;36.2;;85.1;;88.04;;103.66;;
;;Cl-;mg/lt;2009;;39.76;;52.54;;69.58;;;;;;
;;Cl-;mg/lt;2010;;17.73;;34.74;;75.15;;72.32;;51.05;;
;;Cl-;mg/lt;2011;;70.9;;95.01;;90.75;;;;;;
;;Cl-;mg/lt;2012;;25.45;;67.78;;;;115.43;;151.02;;
;;Cl-;mg/lt;2013;;32.6;;28.22;;56.87;;108.8;;70.28;;
;CN-;;;;;;;;;;;;;;;
;;CN-;µg/L;1985;;0;;0;;;0;0;;0;;0
;;CN-;µg/L;1986;;;0;0;;0;;0;;0;;0
;;CN-;µg/L;1987;;0;;;;0;;;;0;;0
;;CN-;µg/L;1988;;0;;0;;0;;0;;0;;0
;Co;;;;;;;;;;;;;;;
;;Co;µg/L;2013;;;;;;;;;;0.24;;
;CO2;;;;;;;;;;;;;;;
;;CO2;mg/L;1991;;5.4;;4;;3;;;;;;7.5
;COD;;;;;;;;;;;;;;;
;;COD;mg/L;1997;;4.1;;3.8;;5.6;;4;;6.7;;4.4
;;COD;mg/L;1998;;4.4;;2.6;;5.1;;6;;6.6;;
;;COD;mg/L;1999;;5.8;;3.1;;;;;;;;
;;COD;mg/L;2003;;5;;18;;205;;8;;9;;
;;COD;mg/L;2004;;1;;17;;21;;16;;10;;
;;COD;mg/L;2005;;;;7;;64;;3;;39;;
;;COD;mg/L;2006;;9;;2;;164;;;;;;
;;COD;mg/L;2007;;16;;3;;19.8;;;;38.6;;
;;COD;mg/L;2008;;;;19.6;;110;;24.5;;24.4;;
;;COD;mg/L;2009;;33;;30.6;;53.5;;;;;;
;;COD;mg/L;2010;;19.5;;12.4;;16.6;;44.3;;24.5;;
;;COD;mg/L;2011;;12.3;;16.5;;20.9;;;;;;
;;COD;mg/L;2012;;12.9;;88.2;;;;26.4;;31.5;;
;;COD;mg/L;2013;;104;;38.8;;21.1;;18.9;;38.5;;
;Col;;;;;;;;;;;;;;;
;;Col;Pt-Co;2010;;;;;;;;;;;;
;;Col;Pt-Co;2011;;;;;;25;;;;;;
;;Col;Pt-Co;2012;;65;;41;;;;49;;27;;
;;Col;Pt-Co;2013;;133;;23;;46;;72;;29;;
;Cr;;;;;;;;;;;;;;;
;;Cr;µg/L;1985;;;;0;;;0;0;;0;;0
;;Cr;µg/L;1986;;;0;0;;0;;0;;0;;0
;;Cr;µg/L;2013;;11.34;;;;;;;;17.28;;
;Cu;;;;;;;;;;;;;;;
;;Cu;µg/L;1985;;;;0;;;0;0.3;;0;;0
;;Cu;µg/L;1986;;;0.5;0.6;;200;;0.5;;100;;0
;;Cu;µg/L;2013;;4.69;;;;;;;;131.19;;
;DO;;;;;;;;;;;;;;;
;;DO;mg O2/l;1985;;11;;8;;;16.2;8.1;;9.2;;10.4
;;DO;mg O2/l;1986;;;11.6;10.8;;7.8;;13.7;;11.2;;12.4
;;DO;mg O2/l;1987;;12.2;;;;11.8;;;;9.4;;11.4
;;DO;mg O2/l;1988;;12.8;;11.8;;6.5;;11.2;;12.8;;13.2
;;DO;mg O2/l;1989;;11.8;;11.5;;13;;10;;9;;13.8
;;DO;mg O2/l;1990;;10.8;;8.9;;14.8;;6.8;;10;;10
;;DO;mg O2/l;1991;;12.5;;10.2;;8.8;;13.2;;7;;11.2
;;DO;mg O2/l;1992;;11.5;;9.5;;8.9;;8.1;;10.5;;13.8
;;DO;mg O2/l;1993;;14;;11.2;;14;;11.2;;11.4;;12.1
;;DO;mg O2/l;1994;;11.6;;12.3;;10.8;;10.6;;9.8;;9.4
;;DO;mg O2/l;1995;;13.1;;9.4;;10.6;;11.2;;9;;14.2
;;DO;mg O2/l;1996;;;;11.2;;12.2;;12.4;;9;;10.4
;;DO;mg O2/l;1997;;11.6;;12.2;;7.6;;9.9;;8.5;;8.8
;;DO;mg O2/l;1998;;12.2;;9.4;;7.9;;7.7;;6.6;;
;;DO;mg O2/l;1999;;12.8;;10;;8.6;;12.4;;8.1;;11
;;DO;mg O2/l;2000;;13.5;;9.4;;11.8;;9.8;;8.5;;10.2
;;DO;mg O2/l;2001;;10.8;;9;;9.9;;11.2;;7.1;;
;;DO;mg O2/l;2002;;9.8;;9.8;;8;;9.3;;7.9;;
;;DO;mg O2/l;2003;;13.2;;10.4;;8.3;;8.5;;7.9;;
;;DO;mg O2/l;2004;;12.4;;6.5;;5.5;;9;;5.8;;
;;DO;mg O2/l;2005;;5;;4;;2.9;;3.4;;6;;
;;DO;mg O2/l;2006;;5.7;;5.4;;4.7;;5.4;;4.1;;
;;DO;mg O2/l;2007;;9.2;;11.4;;6.9;;9.4;;7.7;;
;;DO;mg O2/l;2008;;8.6;;8.2;;12.3;;10.7;;8.5;;
;;DO;mg O2/l;2009;;11;;9.2;;9.8;;;;;;
;;DO;mg O2/l;2010;;9.9;;9.2;;9.1;;11.9;;8.9;;
;;DO;mg O2/l;2011;;10.8;;10.1;;12;;;;;;
;;DO;mg O2/l;2012;;12.2;;8.5;;;;9.9;;9.4;;
;;DO;mg O2/l;2013;;10.2;;9.1;;7.3;;7.9;;8;;
;EC;;;;;;;;;;;;;;;
;;EC;mikromhos/cm;1985;;447;;468;;;578;813;;677;;759
;;EC;mikromhos/cm;1986;;;369;455;;457;;622;;567;;780
;;EC;mikromhos/cm;1987;;512;;;;644;;;;568;;324
;;EC;mikromhos/cm;1988;;815;;462;;529;;598;;604;;497
;;EC;mikromhos/cm;1989;;709;;512;;663;;595;;405;;448
;;EC;mikromhos/cm;1990;;567;;538;;758;;1694;;966;;429
;;EC;mikromhos/cm;1991;;590;;568;;477;;598;;641;;442
;;EC;mikromhos/cm;1992;;708;;485;;650;;672;;695;;564
;;EC;mikromhos/cm;1993;;590;;610;;541;;727;;790;;663
;;EC;mikromhos/cm;1994;;466;;580;;920;;1370;;519;;736
;;EC;mikromhos/cm;1995;;454;;395;;698;;582;;773;;372
;;EC;mikromhos/cm;1996;;;;444;;590;;698;;724;;350
;;EC;mikromhos/cm;1997;;657;;455;;704;;672;;819;;600
;;EC;mikromhos/cm;1998;;385;;274;;446;;810;;660;;
;;EC;mikromhos/cm;1999;;361;;484;;698;;598;;750;;781
;;EC;mikromhos/cm;2000;;497;;693;;816;;789;;845;;853
;;EC;mikromhos/cm;2001;;765;;972;;728;;713;;1287;;
;;EC;mikromhos/cm;2002;;968;;917;;1021;;727;;473;;
;;EC;mikromhos/cm;2003;;567;;546;;773;;833;;1207;;
;;EC;mikromhos/cm;2004;;582;;817;;464;;591;;965;;
;;EC;mikromhos/cm;2005;;344;;669;;417;;491;;812;;
;;EC;mikromhos/cm;2006;;570;;535;;566;;747;;958;;
;;EC;mikromhos/cm;2007;;596;;772;;468;;604;;798;;
;;EC;mikromhos/cm;2008;;667;;497;;703;;743;;988;;
;;EC;mikromhos/cm;2009;;569;;586;;752;;;;;;
;;EC;mikromhos/cm;2010;;373;;489;;688;;771;;634;;
;;EC;mikromhos/cm;2011;;804;;895;;749;;;;;;
;;EC;mikromhos/cm;2012;;412;;732;;;;899;;1078;;
;;EC;mikromhos/cm;2013;;507;;465;;724;;976;;688;;
;Fe;;;;;;;;;;;;;;;
;;Fe;µg/L;1985;;800;;600;;;200;600;;400;;200
;;Fe;µg/L;1986;;;1400;400;;1100;;1200;;600;;1100
;;Fe;µg/L;2013;;;;;;;;;;147.3;;
;Hg;;;;;;;;;;;;;;;
;;Hg;µg/L;2013;;;;;;;;;;;;
;K+;;;;;;;;;;;;;;;
;;K+;mg/L;1985;;4.29;;5.07;;;7.8;5.85;;12.09;;8.97
;;K+;mg/L;1986;;;5.07;5.46;;5.07;;3.9;;7.02;;7.8
;;K+;mg/L;1987;;5.07;;;;6.63;;;;7.41;;4.29
;;K+;mg/L;1988;;6.24;;3.51;;5.07;;5.46;;4.29;;3.51
;;K+;mg/L;1989;;6.63;;5.07;;7.02;;6.63;;2.93;;2.93
;;K+;mg/L;1991;;2.34;;4.29;;3.51;;4.88;;10.92;;5.46
;;K+;mg/L;1992;;7.02;;5.07;;5.07;;4.68;;5.07;;3.51
;;K+;mg/L;1993;;4.29;;4.68;;7.02;;6.63;;8.97;;5.85
;;K+;mg/L;1994;;3.51;;3.9;;5.46;;6.63;;4.29;;7.02
;;K+;mg/L;1995;;3.51;;2.34;;4.29;;3.9;;5.07;;3.12
;;K+;mg/L;1996;;;;3.12;;2.34;;5.85;;4.68;;3.51
;;K+;mg/L;1997;;5.85;;4.68;;6.24;;6.63;;9.36;;5.46
;;K+;mg/L;1998;;3.12;;5.07;;4.68;;8.58;;9.36;;
;;K+;mg/L;1999;;3.9;;5.46;;5.85;;8.58;;13.65;;8.58
;;K+;mg/L;2000;;33.15;;9.36;;10.53;;8.58;;9.75;;7.41
;;K+;mg/L;2001;;7.8;;12.87;;9.75;;13.65;;1.53;;
;;K+;mg/L;2002;;8.58;;5.85;;9.36;;8.58;;3.9;;
;;K+;mg/L;2003;;3.9;;3.12;;3.51;;1.95;;11.7;;
;;K+;mg/L;2004;;3.12;;7.8;;4.29;;7.02;;12.09;;
;;K+;mg/L;2005;;3.12;;2.07;;3.12;;5.46;;5.46;;
;;K+;mg/L;2006;;5.46;;3.12;;5.07;;7.8;;8.19;;
;;K+;mg/L;2007;;4.68;;2.34;;4.29;;5.07;;8.58;;
;;K+;mg/L;2008;;;;2.07;;1.56;;3.9;;7.41;;
;;K+;mg/L;2009;;3.9;;2.73;;3.9;;;;;;
;;K+;mg/L;2010;;1.95;;3.51;;4.68;;3.51;;3.9;;
;;K+;mg/L;2011;;4.29;;4.29;;4.29;;;;;;
;;K+;mg/L;2012;;3.12;;3.12;;;;4.29;;5.46;;
;;K+;mg/L;2013;;3.53;;2.98;;5.15;;5.8;;4.63;;
;M.Oil;;;;;;;;;;;;;;;
;;M.Oil;mg/L;1985;;213.2;;21.8;;;74.2;34;;35.6;;13.8
;;M.Oil;mg/L;1986;;;91.2;8.4;;14.6;;4.2;;79;;106
;;M.Oil;mg/L;1987;;55;;;;3.8;;;;6.2;;16.6
;;M.Oil;mg/L;1988;;14.6;;36;;2;;8.2;;7.4;;6.4
;;M.Oil;mg/L;1989;;18.8;;14.6;;6.2;;10.4;;6;;23
;;M.Oil;mg/L;1991;;8;;13.2;;12.2;;10.4;;10.2;;13.6
;;M.Oil;mg/L;1992;;10.6;;12;;4;;6.2;;7.8;;6.4
;;M.Oil;mg/L;1993;;7.8;;8.2;;8.2;;8.2;;7;;6.8
;;M.Oil;mg/L;1994;;7.8;;5.8;;6.4;;6.2;;4.2;;2.6
;;M.Oil;mg/L;1995;;7;;11.2;;12;;5.2;;7.2;;7.8
;;M.Oil;mg/L;1996;;;;6.4;;8.2;;6.6;;9.8;;8.2
;;M.Oil;mg/L;1997;;8.2;;4;;6;;7.8;;;;
;M-Al;;;;;;;;;;;;;;;
;;M-Al;mg/L;1985;;115;;145;;;85;320;;255;;215
;;M-Al;mg/L;1986;;;135;160;;135;;205;;200;;185
;;M-Al;mg/L;1987;;135;;;;195;;;;180;;90
;;M-Al;mg/L;1988;;175;;125;;150;;165;;175;;140
;;M-Al;mg/L;1989;;195;;150;;165;;175;;105;;125
;;M-Al;mg/L;1990;;140;;135;;185;;395;;220;;90
;;M-Al;mg/L;1991;;140;;130;;125;;135;;155;;130
;;M-Al;mg/L;1992;;210;;140;;170;;185;;195;;135
;;M-Al;mg/L;1993;;150;;170;;165;;235;;245;;200
;;M-Al;mg/L;1994;;125;;175;;180;;355;;140;;195
;;M-Al;mg/L;1995;;115;;125;;215;;145;;210;;115
;;M-Al;mg/L;1996;;;;125;;145;;175;;200;;100
;;M-Al;mg/L;1997;;205;;125;;200;;190;;220;;180
;;M-Al;mg/L;1998;;105;;145;;135;;185;;175;;
;;M-Al;mg/L;1999;;115;;170;;200;;170;;200;;175
;;M-Al;mg/L;2000;;140;;190;;170;;180;;200;;170
;;M-Al;mg/L;2001;;160;;225;;150;;180;;255;;
;;M-Al;mg/L;2002;;205;;180;;225;;190;;105;;
;;M-Al;mg/L;2003;;135;;135;;155;;195;;220;;
;;M-Al;mg/L;2004;;125;;185;;130;;175;;220;;
;;M-Al;mg/L;2005;;90;;165;;110;;145;;175;;
;;M-Al;mg/L;2006;;140;;125;;160;;210;;220;;
;;M-Al;mg/L;2007;;160;;210;;260;;140;;185;;
;;M-Al;mg/L;2008;;175;;135;;183;;195.2;;274.5;;
;;M-Al;mg/L;2009;;158.6;;164.7;;237.9;;;;;;
;;M-Al;mg/L;2010;;134.2;;61;;225.7;;268.4;;195.2;;
;;M-Al;mg/L;2011;;244;;256.2;;207.4;;;;;;
;;M-Al;mg/L;2012;;169.6;;215.9;;;;251.9;;342.8;;
;;M-Al;mg/L;2013;;236.7;;231.8;;372.1;;459.3;;317.2;;
;Mg++;;;;;;;;;;;;;;;
;;Mg++;mg/L;1985;;14.6;;14.6;;;20.7;36.5;;45;;25.5
;;Mg++;mg/L;1986;;;13.4;18.2;;26.8;;24.3;;25.5;;21.9
;;Mg++;mg/L;1987;;15.8;;;;21.9;;;;9.7;;8.5
;;Mg++;mg/L;1988;;18.2;;12.2;;15.8;;20.7;;17;;13.4
;;Mg++;mg/L;1989;;24.3;;20.7;;18.2;;17;;12.2;;10.9
;;Mg++;mg/L;1990;;;;17;;18.2;;59.6;;20.7;;12.2
;;Mg++;mg/L;1991;;12.2;;14.6;;7.3;;20.7;;9.7;;13.4
;;Mg++;mg/L;1992;;19.5;;9.7;;13.4;;21.9;;13.4;;12.2
;;Mg++;mg/L;1993;;13.4;;14.6;;20.7;;18.2;;17;;15.8
;;Mg++;mg/L;1994;;8.5;;13.4;;24.3;;43.8;;13.4;;15.8
;;Mg++;mg/L;1995;;14.6;;9.7;;17;;21.9;;14.6;;9.7
;;Mg++;mg/L;1996;;;;12.2;;18.2;;17;;21.9;;8.5
;;Mg++;mg/L;1997;;21.9;;12.2;;21.9;;20.7;;12.2;;17
;;Mg++;mg/L;1998;;8.5;;12.2;;12.2;;14.6;;15.8;;
;;Mg++;mg/L;1999;;10.9;;14.6;;19.5;;23.1;;17;;12.2
;;Mg++;mg/L;2000;;8.5;;14.6;;15.8;;24.3;;18.2;;14.6
;;Mg++;mg/L;2001;;12.2;;15.8;;14.6;;23.1;;18.2;;
;;Mg++;mg/L;2002;;20.7;;20.7;;21.9;;13.4;;4.9;;
;;Mg++;mg/L;2003;;13.4;;14.6;;14.6;;24.3;;17;;
;;Mg++;mg/L;2004;;10.9;;14.6;;8.5;;13.4;;18.2;;
;;Mg++;mg/L;2005;;7.3;;15.8;;8.5;;9.7;;19.5;;
;;Mg++;mg/L;2006;;13.4;;10.9;;15.8;;14.6;;12.2;;
;;Mg++;mg/L;2007;;12.2;;20.7;;7.3;;14.6;;10.9;;
;;Mg++;mg/L;2008;;;;12.2;;17;;15.8;;18.24;;
;;Mg++;mg/L;2009;;10.94;;12.16;;10.94;;;;;;
;;Mg++;mg/L;2010;;9.7;;14.6;;10.9;;23.1;;14.6;;
;;Mg++;mg/L;2011;;21.9;;15.8;;21.9;;;;;;
;;Mg++;mg/L;2012;;10.6;;17.8;;;;15.3;;19.3;;
;;Mg++;mg/L;2013;;13;;11.4;;16.1;;16.6;;11.2;;
;Mn;;;;;;;;;;;;;;;
;;Mn;µg/L;1985;;0;;0;;;0;0;;0;;0
;;Mn;µg/L;1986;;;0;0;;0;;0;;0;;0
;;Mn;µg/L;2013;;129;;;;;;;;10;;
;Na+;;;;;;;;;;;;;;;
;;Na+;mg/L;1985;;20.7;;23;;;43.7;19.55;;50.6;;50.6
;;Na+;mg/L;1986;;;20.7;24.15;;19.55;;17.25;;35.65;;29.9
;;Na+;mg/L;1987;;20.7;;;;24.15;;;;54.74;;23
;;Na+;mg/L;1988;;66.7;;28.75;;34.96;;37.26;;30.82;;24.88
;;Na+;mg/L;1989;;54.74;;39.56;;50.14;;42.32;;14.26;;15.64
;;Na+;mg/L;1991;;3.68;;32.66;;17.02;;24.84;;22.9;;39.56
;;Na+;mg/L;1992;;50.6;;27.14;;33.58;;21.16;;37.72;;23
;;Na+;mg/L;1993;;23;;35.42;;52.9;;52.9;;48.3;;55.2
;;Na+;mg/L;1994;;20.7;;21.85;;44.39;;115;;26.68;;55.2
;;Na+;mg/L;1995;;22.08;;17.48;;55.2;;35.42;;47.84;;22.08
;;Na+;mg/L;1996;;;;23;;16.1;;50.14;;35.42;;13.8
;;Na+;mg/L;1997;;42.78;;33.58;;52.44;;62.1;;90.85;;48.3
;;Na+;mg/L;1998;;13.8;;32.2;;28.75;;79.35;;69;;
;;Na+;mg/L;1999;;19.55;;69;;57.5;;59.8;;69;;69
;;Na+;mg/L;2000;;54.05;;71.3;;96.6;;82.8;;89.7;;65.55
;;Na+;mg/L;2001;;69;;93.15;;74.75;;71.3;;127.65;;
;;Na+;mg/L;2002;;64.4;;71.3;;120.75;;71.3;;60.95;;
;;Na+;mg/L;2003;;35.65;;28.75;;58.65;;62.1;;108.1;;
;;Na+;mg/L;2004;;37.95;;72.45;;33.35;;55.2;;90.85;;
;;Na+;mg/L;2005;;21.85;;64.35;;23;;40.25;;51.75;;
;;Na+;mg/L;2006;;46;;25.3;;46;;95.45;;90.85;;
;;Na+;mg/L;2007;;51.75;;79.35;;90.85;;52.9;;97.75;;
;;Na+;mg/L;2008;;;;36.8;;80.5;;78.2;;123.35;;
;;Na+;mg/L;2009;;41.4;;52.9;;80.5;;;;;;
;;Na+;mg/L;2010;;14.95;;34.5;;60.95;;66.7;;40.25;;
;;Na+;mg/L;2011;;62.1;;73.6;;69;;;;;;
;;Na+;mg/L;2012;;13.8;;49.45;;;;97.75;;83.95;;
;;Na+;mg/L;2013;;34.09;;31.86;;62.63;;120.16;;7.96;;
;NH4-N;;;;;;;;;;;;;;;
;;NH4-N;mg/L;1985;;0.54;;0.22;;;0.52;0.9;;2;;4
;;NH4-N;mg/L;1986;;;0.72;0.28;;0.44;;0.76;;0.44;;4
;;NH4-N;mg/L;1987;;0.86;;;;0.6;;;;0.56;;0.6
;;NH4-N;mg/L;1988;;2.2;;0;;0.28;;0.36;;0.34;;0.86
;;NH4-N;mg/L;1989;;1.32;;0.16;;0.62;;0.65;;0.57;;1.9
;;NH4-N;mg/L;1990;;1.85;;0.06;;0.7;;3.8;;0.8;;0.9
;;NH4-N;mg/L;1991;;1.34;;0.12;;0.15;;0.56;;1.7;;0.74
;;NH4-N;mg/L;1992;;1;;0.26;;1.07;;0.53;;0.56;;0
;;NH4-N;mg/L;1993;;1.4;;0.32;;0.66;;0.44;;0.5;;1.14
;;NH4-N;mg/L;1994;;0.74;;0.84;;1;;2;;0.96;;0.5
;;NH4-N;mg/L;1995;;0.66;;0.34;;1.2;;0;;0.9;;0.23
;;NH4-N;mg/L;1996;;;;0.4;;0.6;;0.37;;1.07;;0.1
;;NH4-N;mg/L;1997;;0.74;;0.6;;0.83;;0.74;;0.24;;0.74
;;NH4-N;mg/L;1998;;0.34;;0.32;;0.28;;1.34;;0.37;;
;;NH4-N;mg/L;1999;;0.6;;1.14;;0.46;;0.7;;1.44;;1
;;NH4-N;mg/L;2000;;0.74;;1;;0.8;;0.38;;1.75;;1.5
;;NH4-N;mg/L;2001;;0.9;;1.54;;0.4;;0.2;;3.2;;
;;NH4-N;mg/L;2002;;1.75;;1.3;;2;;0.96;;0.5;;
;;NH4-N;mg/L;2003;;0.53;;0.4;;0.76;;1.17;;1.8;;
;;NH4-N;mg/L;2004;;0.7;;0.96;;0.7;;0.46;;1.96;;
;;NH4-N;mg/L;2005;;0.32;;0.8;;0.28;;0.56;;0.96;;
;;NH4-N;mg/L;2006;;0.64;;0.32;;0.34;;0.4;;1.7;;
;;NH4-N;mg/L;2007;;0.91;;0.82;;0.71;;0.35;;1.27;;
;;NH4-N;mg/L;2008;;0.64;;0.45;;0.87;;0.45;;1.47;;
;;NH4-N;mg/L;2009;;0.81;;0.86;;0.42;;;;;;
;;NH4-N;mg/L;2010;;0.21;;0;;0.67;;0.6;;0.38;;
;;NH4-N;mg/L;2011;;0.92;;0.82;;0.48;;;;;;
;;NH4-N;mg/L;2012;;0.29;;0.89;;;;0.22;;0.83;;
;;NH4-N;mg/L;2013;;0.79;;0.18;;0;;0.72;;0;;
;Ni;;;;;;;;;;;;;;;
;;Ni;µg/L;2013;;;;;;;;;;;;
;NO2-N;;;;;;;;;;;;;;;
;;NO2-N;mg/L;1985;;0.01;;0;;;0.014;0.014;;0.072;;0.086
;;NO2-N;mg/L;1986;;;0;0.008;;0.014;;0;;0;;0.044
;;NO2-N;mg/L;1987;;0;;;;0.014;;;;0.09;;0.031
;;NO2-N;mg/L;1988;;0;;0;;0;;0.012;;0.022;;0.036
;;NO2-N;mg/L;1989;;0.053;;0.005;;0.034;;0.01;;0.019;;0.017
;;NO2-N;mg/L;1990;;0.025;;0.038;;0.01;;0;;0.034;;0.027
;;NO2-N;mg/L;1991;;;;0.005;;0.004;;0;;0.059;;0.02
;;NO2-N;mg/L;1992;;0.057;;0.025;;0.02;;0;;0.008;;0.022
;;NO2-N;mg/L;1993;;0.024;;0.008;;0.005;;0;;0.06;;0.016
;;NO2-N;mg/L;1994;;0.005;;0;;0;;0;;0.024;;0.02
;;NO2-N;mg/L;1995;;0.026;;0.023;;0.013;;0;;0.007;;0
;;NO2-N;mg/L;1996;;;;0.01;;0;;0.017;;0;;0.01
;;NO2-N;mg/L;1997;;0.049;;0.014;;0;;0;;0.015;;0
;;NO2-N;mg/L;1998;;0.008;;0.02;;0;;0;;0;;
;;NO2-N;mg/L;1999;;0.02;;0.023;;0.007;;0;;0.007;;0.008
;;NO2-N;mg/L;2000;;0.007;;0;;0.008;;0;;0.012;;0
;;NO2-N;mg/L;2001;;0.008;;0.01;;0;;0;;0.01;;
;;NO2-N;mg/L;2002;;0.015;;0.017;;0.084;;0.012;;0;;
;;NO2-N;mg/L;2003;;0.017;;0.006;;0.008;;0;;0;;
;;NO2-N;mg/L;2004;;0.02;;0;;0;;0;;0;;
;;NO2-N;mg/L;2005;;0;;0;;0;;0;;0;;
;;NO2-N;mg/L;2006;;0.015;;0;;0.01;;0;;0.01;;
